code,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40
% 1% reduction every year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
%EmCO2,1672915200,1655489000,1638062800,1620636600,1603210400,1585784200,1568358000,1550931800,1533505600,1516079400,1498653200,1481227000,1463800800,1446374600,1428948400,1411522200,1394096000,1376669800,1359243600,1341817400,1324391200,1306965000,1289538800,1272112600,1254686400,1237260200,1219834000,1202407800,1184981600,1167555400,1150129200,1132703000,1115276800,1097850600,1080424400,1062998200
%EmCO2,3.65E+09,3.61E+09,3.58E+09,3.54E+09,3.51E+09,3.47E+09,3.44E+09,3.40E+09,3.37E+09,3.33E+09,3.30E+09,3.27E+09,3.24E+09,3.20E+09,3.17E+09,3.14E+09,3.11E+09,3.08E+09,3.05E+09,3.02E+09,2.99E+09,2.96E+09,2.93E+09,2.90E+09,2.87E+09,2.84E+09,2.81E+09,2.78E+09,2.75E+09,2.73E+09,2.70E+09,2.67E+09,2.65E+09,2.62E+09,2.59E+09,2.57E+09
%EmCO2,1672915200,1622727744,1574045912,1526824534,1481019798,1436589204,1393491528,1351686782,1311136179,1271802094,1233648031,1196638590,1160739432,1125917249,1092139732,1059375540,1027594274,996766445.3,966863452,937857548.4,909721822,882430167.3,855957262.3,830278544.4,805370188.1,781209082.4,757772810,735039625.7,712988436.9,691598783.8,670850820.3,650725295.7,631203536.8,612267430.7,593899407.8,576082425.5
%EmCO2,2316337500,2293174125,2281708254,2270299713,2258948215,2247653473,2236415206,2225233130,2214106964,2203036430,2192021247,2181061141,2170155836,2159305056,2148508531,2137765988,2127077158,2116441773,2105859564,2095330266,2084853615,2074429347,2064057200,2053736914,2043468229,2033250888,2023084634,2012969211,2002904364,1992889843,1982925393,1973010766,1963145713,1953329984,1943563334,1933845517
%EmCO2,2316337500,2270010750,2224610535,2180118324,2136515958,2093785639,2051909926,2010871727,1970654293,1931241207,1892616383,1854764055,1817668774,1781315399,1745689091,1710775309,1676559803,1643028607,1610168034,1577964674,1546405380,1515477273,1485167727,1455464373,1426355085,1397827984,1369871424,1342473995,1315624515,1289312025,1263525785,1238255269,1213490164,1189220360,1165435953,1142127234
