from,to,const,,,,,,,,,,,,
% Hybrid vehicles (GWh / thousand cars),,,,,,,,,,,,,,
ggTXCO,GD12,0.000000022,,,,,,,,,,,,
ggTXCO,GD02,0.000000022,,,,,,,,,,,,
ggUTCO,GD12,0.000000022,,,,,,,,,,,,
ggUTCO,GD11,0.000000022,,,,,,,,,,,,
ggWACO,GD12,0.000000022,,,,,,,,,,,,
ggWACO,GD11,0.000000022,,,,,,,,,,,,
ggWYCO,GD12,0.000000044,,,,,,,,,,,,
ggMACT,GD07,0.000000044,,,,,,,,,,,,
ggNYCT,GD07,0.000000022,,,,,,,,,,,,
ggNYCT,GD06,0.000000022,,,,,,,,,,,,
ggRICT,GD07,0.000000044,,,,,,,,,,,,
ggMDDE,GD03,0.000000022,,,,,,,,,,,,
ggMDDE,GD01,0.000000022,,,,,,,,,,,,
ggNJDE,GD03,0.000000044,,,,,,,,,,,,
ggPADE,GD03,0.000000044,,,,,,,,,,,,
ggGAFL,GD09,0.000000022,,,,,,,,,,,,
ggGAFL,GD08,0.000000022,,,,,,,,,,,,
ggILFL,GD08,0.000000022,,,,,,,,,,,,
ggILFL,GD04,0.000000022,,,,,,,,,,,,
ggMAFL,GD08,0.000000022,,,,,,,,,,,,
ggMAFL,GD07,0.000000022,,,,,,,,,,,,
ggMDFL,GD08,0.000000022,,,,,,,,,,,,
ggMDFL,GD01,0.000000022,,,,,,,,,,,,
ggMIFL,GD08,0.000000022,,,,,,,,,,,,
ggMIFL,GD01,0.000000022,,,,,,,,,,,,
ggMNFL,GD08,0.000000022,,,,,,,,,,,,
ggMNFL,GD05,0.000000022,,,,,,,,,,,,
ggNCFL,GD09,0.000000022,,,,,,,,,,,,
ggNCFL,GD08,0.000000022,,,,,,,,,,,,
ggNVFL,GD11,0.000000022,,,,,,,,,,,,
ggNVFL,GD08,0.000000022,,,,,,,,,,,,
ggNYFL,GD08,0.000000022,,,,,,,,,,,,
ggNYFL,GD06,0.000000022,,,,,,,,,,,,
ggORFL,GD11,0.000000022,,,,,,,,,,,,
ggORFL,GD08,0.000000022,,,,,,,,,,,,
ggPAFL,GD08,0.000000022,,,,,,,,,,,,
ggPAFL,GD03,0.000000022,,,,,,,,,,,,
ggTXFL,GD08,0.000000022,,,,,,,,,,,,
ggTXFL,GD02,0.000000022,,,,,,,,,,,,
ggUTFL,GD11,0.000000022,,,,,,,,,,,,
ggUTFL,GD08,0.000000022,,,,,,,,,,,,
ggWAFL,GD11,0.000000022,,,,,,,,,,,,
ggWAFL,GD08,0.000000022,,,,,,,,,,,,
ggILGA,GD09,0.000000022,,,,,,,,,,,,
ggILGA,GD04,0.000000022,,,,,,,,,,,,
ggMAGA,GD09,0.000000022,,,,,,,,,,,,
ggMAGA,GD07,0.000000022,,,,,,,,,,,,
ggMDGA,GD09,0.000000022,,,,,,,,,,,,
ggMDGA,GD01,0.000000022,,,,,,,,,,,,
ggMIGA,GD09,0.000000022,,,,,,,,,,,,
ggMIGA,GD01,0.000000022,,,,,,,,,,,,
ggMNGA,GD09,0.000000022,,,,,,,,,,,,
ggMNGA,GD05,0.000000022,,,,,,,,,,,,
ggNCGA,GD09,0.000000044,,,,,,,,,,,,
ggNVGA,GD11,0.000000022,,,,,,,,,,,,
ggNVGA,GD09,0.000000022,,,,,,,,,,,,
ggNYGA,GD09,0.000000022,,,,,,,,,,,,
ggNYGA,GD06,0.000000022,,,,,,,,,,,,
ggORGA,GD11,0.000000022,,,,,,,,,,,,
ggORGA,GD09,0.000000022,,,,,,,,,,,,
ggPAGA,GD09,0.000000022,,,,,,,,,,,,
ggPAGA,GD03,0.000000022,,,,,,,,,,,,
ggSCGA,GD09,0.000000044,,,,,,,,,,,,
ggTNGA,GD09,0.000000044,,,,,,,,,,,,
ggTXGA,GD09,0.000000022,,,,,,,,,,,,
ggTXGA,GD02,0.000000022,,,,,,,,,,,,
ggUTGA,GD11,0.000000022,,,,,,,,,,,,
ggUTGA,GD09,0.000000022,,,,,,,,,,,,
ggWAGA,GD11,0.000000022,,,,,,,,,,,,
ggWAGA,GD09,0.000000022,,,,,,,,,,,,
ggILIA,GD05,0.000000022,,,,,,,,,,,,
ggILIA,GD04,0.000000022,,,,,,,,,,,,
ggMNIA,GD05,0.000000044,,,,,,,,,,,,
ggMOIA,GD10,0.000000022,,,,,,,,,,,,
ggMOIA,GD05,0.000000022,,,,,,,,,,,,
ggNEIA,GD05,0.000000022,,,,,,,,,,,,
ggSDIA,GD05,0.000000044,,,,,,,,,,,,
ggWIIA,GD05,0.000000022,,,,,,,,,,,,
ggWIIA,GD04,0.000000022,,,,,,,,,,,,
ggMTID,GD11,0.000000044,,,,,,,,,,,,
ggORID,GD11,0.000000044,,,,,,,,,,,,
ggUTID,GD11,0.000000044,,,,,,,,,,,,
ggWAID,GD11,0.000000044,,,,,,,,,,,,
ggWYID,GD12,0.000000022,,,,,,,,,,,,
ggWYID,GD11,0.000000022,,,,,,,,,,,,
ggINIL,GD04,0.000000022,,,,,,,,,,,,
ggINIL,GD01,0.000000022,,,,,,,,,,,,
ggKYIL,GD04,0.000000022,,,,,,,,,,,,
ggKYIL,GD01,0.000000022,,,,,,,,,,,,
ggMAIL,GD07,0.000000022,,,,,,,,,,,,
ggMAIL,GD04,0.000000022,,,,,,,,,,,,
ggMDIL,GD04,0.000000022,,,,,,,,,,,,
ggMDIL,GD01,0.000000022,,,,,,,,,,,,
ggMIIL,GD04,0.000000022,,,,,,,,,,,,
ggMIIL,GD01,0.000000022,,,,,,,,,,,,
ggMNIL,GD05,0.000000022,,,,,,,,,,,,
ggMNIL,GD04,0.000000022,,,,,,,,,,,,
ggMOIL,GD10,0.000000022,,,,,,,,,,,,
ggMOIL,GD04,0.000000022,,,,,,,,,,,,
ggNCIL,GD09,0.000000022,,,,,,,,,,,,
ggNCIL,GD04,0.000000022,,,,,,,,,,,,
ggNVIL,GD11,0.000000022,,,,,,,,,,,,
ggNVIL,GD04,0.000000022,,,,,,,,,,,,
ggNYIL,GD06,0.000000022,,,,,,,,,,,,
ggNYIL,GD04,0.000000022,,,,,,,,,,,,
ggORIL,GD11,0.000000022,,,,,,,,,,,,
ggORIL,GD04,0.000000022,,,,,,,,,,,,
ggPAIL,GD04,0.000000022,,,,,,,,,,,,
ggPAIL,GD03,0.000000022,,,,,,,,,,,,
ggTXIL,GD04,0.000000022,,,,,,,,,,,,
ggTXIL,GD02,0.000000022,,,,,,,,,,,,
ggUTIL,GD11,0.000000022,,,,,,,,,,,,
ggUTIL,GD04,0.000000022,,,,,,,,,,,,
ggWAIL,GD11,0.000000022,,,,,,,,,,,,
ggWAIL,GD04,0.000000022,,,,,,,,,,,,
ggWIIL,GD04,0.000000044,,,,,,,,,,,,
ggKYIN,GD01,0.000000044,,,,,,,,,,,,
ggMIIN,GD01,0.000000044,,,,,,,,,,,,
ggOHIN,GD01,0.000000044,,,,,,,,,,,,
ggMOKS,GD10,0.000000044,,,,,,,,,,,,
ggNEKS,GD10,0.000000022,,,,,,,,,,,,
ggNEKS,GD05,0.000000022,,,,,,,,,,,,
ggOKKS,GD10,0.000000044,,,,,,,,,,,,
ggOHKY,GD01,0.000000044,,,,,,,,,,,,
ggTNKY,GD09,0.000000022,,,,,,,,,,,,
ggTNKY,GD01,0.000000022,,,,,,,,,,,,
ggWVKY,GD01,0.000000044,,,,,,,,,,,,
ggMSLA,GD10,0.000000022,,,,,,,,,,,,
ggMSLA,GD09,0.000000022,,,,,,,,,,,,
ggTXLA,GD10,0.000000022,,,,,,,,,,,,
ggTXLA,GD02,0.000000022,,,,,,,,,,,,
ggMDMA,GD07,0.000000022,,,,,,,,,,,,
ggMDMA,GD01,0.000000022,,,,,,,,,,,,
ggMIMA,GD07,0.000000022,,,,,,,,,,,,
ggMIMA,GD01,0.000000022,,,,,,,,,,,,
ggMNMA,GD07,0.000000022,,,,,,,,,,,,
ggMNMA,GD05,0.000000022,,,,,,,,,,,,
ggNCMA,GD09,0.000000022,,,,,,,,,,,,
ggNCMA,GD07,0.000000022,,,,,,,,,,,,
ggNHMA,GD07,0.000000044,,,,,,,,,,,,
ggNVMA,GD11,0.000000022,,,,,,,,,,,,
ggNVMA,GD07,0.000000022,,,,,,,,,,,,
ggNYMA,GD07,0.000000022,,,,,,,,,,,,
ggNYMA,GD06,0.000000022,,,,,,,,,,,,
ggORMA,GD11,0.000000022,,,,,,,,,,,,
ggORMA,GD07,0.000000022,,,,,,,,,,,,
ggPAMA,GD07,0.000000022,,,,,,,,,,,,
ggPAMA,GD03,0.000000022,,,,,,,,,,,,
ggTXMA,GD07,0.000000022,,,,,,,,,,,,
ggTXMA,GD02,0.000000022,,,,,,,,,,,,
ggUTMA,GD11,0.000000022,,,,,,,,,,,,
ggUTMA,GD07,0.000000022,,,,,,,,,,,,
ggVTMA,GD07,0.000000044,,,,,,,,,,,,
ggWAMA,GD11,0.000000022,,,,,,,,,,,,
ggWAMA,GD07,0.000000022,,,,,,,,,,,,
ggMIMD,GD01,0.000000022,,,,,,,,,,,,
ggMNMD,GD05,0.000000022,,,,,,,,,,,,
ggMNMD,GD01,0.000000022,,,,,,,,,,,,
ggNCMD,GD09,0.000000022,,,,,,,,,,,,
ggNCMD,GD01,0.000000022,,,,,,,,,,,,
ggNVMD,GD11,0.000000022,,,,,,,,,,,,
ggNVMD,GD01,0.000000022,,,,,,,,,,,,
ggNYMD,GD06,0.000000022,,,,,,,,,,,,
ggNYMD,GD01,0.000000022,,,,,,,,,,,,
ggORMD,GD11,0.000000022,,,,,,,,,,,,
ggORMD,GD01,0.000000022,,,,,,,,,,,,
ggPAMD,GD03,0.000000022,,,,,,,,,,,,
ggPAMD,GD01,0.000000022,,,,,,,,,,,,
ggTXMD,GD02,0.000000022,,,,,,,,,,,,
ggTXMD,GD01,0.000000022,,,,,,,,,,,,
ggUTMD,GD11,0.000000022,,,,,,,,,,,,
ggUTMD,GD01,0.000000022,,,,,,,,,,,,
ggVAMD,GD09,0.000000022,,,,,,,,,,,,
ggVAMD,GD01,0.000000022,,,,,,,,,,,,
ggWAMD,GD11,0.000000022,,,,,,,,,,,,
ggWAMD,GD01,0.000000022,,,,,,,,,,,,
ggWVMD,GD01,0.000000022,,,,,,,,,,,,
ggNHME,GD07,0.000000044,,,,,,,,,,,,
ggMNMI,GD05,0.000000022,,,,,,,,,,,,
ggMNMI,GD01,0.000000022,,,,,,,,,,,,
ggNCMI,GD09,0.000000022,,,,,,,,,,,,
ggNCMI,GD01,0.000000022,,,,,,,,,,,,
ggNVMI,GD11,0.000000022,,,,,,,,,,,,
ggNVMI,GD01,0.000000022,,,,,,,,,,,,
ggNYMI,GD06,0.000000022,,,,,,,,,,,,
ggNYMI,GD01,0.000000022,,,,,,,,,,,,
ggOHMI,GD01,0.000000044,,,,,,,,,,,,
ggORMI,GD11,0.000000022,,,,,,,,,,,,
ggORMI,GD01,0.000000022,,,,,,,,,,,,
ggPAMI,GD03,0.000000022,,,,,,,,,,,,
ggPAMI,GD01,0.000000022,,,,,,,,,,,,
ggTXMI,GD02,0.000000022,,,,,,,,,,,,
ggTXMI,GD01,0.000000022,,,,,,,,,,,,
ggUTMI,GD11,0.000000022,,,,,,,,,,,,
ggUTMI,GD01,0.000000022,,,,,,,,,,,,
ggWAMI,GD11,0.000000022,,,,,,,,,,,,
ggWAMI,GD01,0.000000022,,,,,,,,,,,,
ggWIMI,GD04,0.000000022,,,,,,,,,,,,
ggWIMI,GD01,0.000000022,,,,,,,,,,,,
ggNCMN,GD09,0.000000022,,,,,,,,,,,,
ggNCMN,GD05,0.000000022,,,,,,,,,,,,
ggNDMN,GD05,0.000000044,,,,,,,,,,,,
ggNVMN,GD11,0.000000022,,,,,,,,,,,,
ggNVMN,GD05,0.000000022,,,,,,,,,,,,
ggNYMN,GD06,0.000000022,,,,,,,,,,,,
ggNYMN,GD05,0.000000022,,,,,,,,,,,,
ggORMN,GD11,0.000000022,,,,,,,,,,,,
ggORMN,GD05,0.000000022,,,,,,,,,,,,
ggPAMN,GD05,0.000000022,,,,,,,,,,,,
ggPAMN,GD03,0.000000022,,,,,,,,,,,,
ggSDMN,GD05,0.000000044,,,,,,,,,,,,
ggTXMN,GD05,0.000000022,,,,,,,,,,,,
ggTXMN,GD02,0.000000022,,,,,,,,,,,,
ggUTMN,GD11,0.000000022,,,,,,,,,,,,
ggUTMN,GD05,0.000000022,,,,,,,,,,,,
ggWAMN,GD11,0.000000022,,,,,,,,,,,,
ggWAMN,GD05,0.000000022,,,,,,,,,,,,
ggWIMN,GD05,0.000000022,,,,,,,,,,,,
ggWIMN,GD04,0.000000022,,,,,,,,,,,,
ggOKMO,GD10,0.000000044,,,,,,,,,,,,
ggTNMO,GD10,0.000000022,,,,,,,,,,,,
ggTNMO,GD09,0.000000022,,,,,,,,,,,,
ggTNMS,GD09,0.000000044,,,,,,,,,,,,
ggNDMT,GD11,0.000000022,,,,,,,,,,,,
ggNDMT,GD05,0.000000022,,,,,,,,,,,,
ggWYMT,GD12,0.000000022,,,,,,,,,,,,
ggWYMT,GD11,0.000000022,,,,,,,,,,,,
ggNVNC,GD11,0.000000022,,,,,,,,,,,,
ggNVNC,GD09,0.000000022,,,,,,,,,,,,
ggNYNC,GD09,0.000000022,,,,,,,,,,,,
ggNYNC,GD06,0.000000022,,,,,,,,,,,,
ggORNC,GD11,0.000000022,,,,,,,,,,,,
ggORNC,GD09,0.000000022,,,,,,,,,,,,
ggPANC,GD09,0.000000022,,,,,,,,,,,,
ggPANC,GD03,0.000000022,,,,,,,,,,,,
ggSCNC,GD09,0.000000044,,,,,,,,,,,,
ggTNNC,GD09,0.000000044,,,,,,,,,,,,
ggTXNC,GD09,0.000000022,,,,,,,,,,,,
ggTXNC,GD02,0.000000022,,,,,,,,,,,,
ggUTNC,GD11,0.000000022,,,,,,,,,,,,
ggUTNC,GD09,0.000000022,,,,,,,,,,,,
ggVANC,GD09,0.000000044,,,,,,,,,,,,
ggWANC,GD11,0.000000022,,,,,,,,,,,,
ggWANC,GD09,0.000000022,,,,,,,,,,,,
ggSDND,GD05,0.000000044,,,,,,,,,,,,
ggSDNE,GD05,0.000000022,,,,,,,,,,,,
ggWYNE,GD12,0.000000022,,,,,,,,,,,,
ggWYNE,GD05,0.000000022,,,,,,,,,,,,
ggVTNH,GD07,0.000000044,,,,,,,,,,,,
ggNYNJ,GD06,0.000000022,,,,,,,,,,,,
ggNYNJ,GD03,0.000000022,,,,,,,,,,,,
ggPANJ,GD03,0.000000044,,,,,,,,,,,,
ggTXNM,GD12,0.000000022,,,,,,,,,,,,
ggTXNM,GD02,0.000000022,,,,,,,,,,,,
ggNYNV,GD11,0.000000022,,,,,,,,,,,,
ggNYNV,GD06,0.000000022,,,,,,,,,,,,
ggORNV,GD11,0.000000044,,,,,,,,,,,,
ggPANV,GD11,0.000000022,,,,,,,,,,,,
ggPANV,GD03,0.000000022,,,,,,,,,,,,
ggTXNV,GD11,0.000000022,,,,,,,,,,,,
ggTXNV,GD02,0.000000022,,,,,,,,,,,,
ggUTNV,GD11,0.000000044,,,,,,,,,,,,
ggWANV,GD11,0.000000044,,,,,,,,,,,,
ggORNY,GD11,0.000000022,,,,,,,,,,,,
ggORNY,GD06,0.000000022,,,,,,,,,,,,
ggPANY,GD06,0.000000022,,,,,,,,,,,,
ggPANY,GD03,0.000000022,,,,,,,,,,,,
ggTXNY,GD06,0.000000022,,,,,,,,,,,,
ggTXNY,GD02,0.000000022,,,,,,,,,,,,
ggUTNY,GD11,0.000000022,,,,,,,,,,,,
ggUTNY,GD06,0.000000022,,,,,,,,,,,,
ggVTNY,GD07,0.000000022,,,,,,,,,,,,
ggVTNY,GD06,0.000000022,,,,,,,,,,,,
ggWANY,GD11,0.000000022,,,,,,,,,,,,
ggWANY,GD06,0.000000022,,,,,,,,,,,,
ggPAOH,GD03,0.000000022,,,,,,,,,,,,
ggPAOH,GD01,0.000000022,,,,,,,,,,,,
ggWVOH,GD01,0.000000044,,,,,,,,,,,,
ggTXOK,GD10,0.000000022,,,,,,,,,,,,
ggTXOK,GD02,0.000000022,,,,,,,,,,,,
ggPAOR,GD11,0.000000022,,,,,,,,,,,,
ggPAOR,GD03,0.000000022,,,,,,,,,,,,
ggTXOR,GD11,0.000000022,,,,,,,,,,,,
ggTXOR,GD02,0.000000022,,,,,,,,,,,,
ggUTOR,GD11,0.000000044,,,,,,,,,,,,
ggWAOR,GD11,0.000000044,,,,,,,,,,,,
ggTXPA,GD03,0.000000022,,,,,,,,,,,,
ggTXPA,GD02,0.000000022,,,,,,,,,,,,
ggUTPA,GD11,0.000000022,,,,,,,,,,,,
ggUTPA,GD03,0.000000022,,,,,,,,,,,,
ggWAPA,GD11,0.000000022,,,,,,,,,,,,
ggWAPA,GD03,0.000000022,,,,,,,,,,,,
ggWVPA,GD03,0.000000022,,,,,,,,,,,,
ggWVPA,GD01,0.000000022,,,,,,,,,,,,
ggWYSD,GD12,0.000000022,,,,,,,,,,,,
ggWYSD,GD05,0.000000022,,,,,,,,,,,,
ggVATN,GD09,0.000000044,,,,,,,,,,,,
ggUTTX,GD11,0.000000022,,,,,,,,,,,,
ggUTTX,GD02,0.000000022,,,,,,,,,,,,
ggWATX,GD11,0.000000022,,,,,,,,,,,,
ggWATX,GD02,0.000000022,,,,,,,,,,,,
ggWAUT,GD11,0.000000044,,,,,,,,,,,,
ggWYUT,GD12,0.000000022,,,,,,,,,,,,
ggWYUT,GD11,0.000000022,,,,,,,,,,,,
ggWVVA,GD09,0.000000022,,,,,,,,,,,,
ggWVVA,GD01,0.000000022,,,,,,,,,,,,
% Flights (MM gallon/Vehicle-mile),,,,,,,,,,,,,,
ffALFL,JD08,0.000001124,,,,,,,,,,,,
ffALFL,JD09,0.000001124,,,,,,,,,,,,
ffALGA,JD09,0.000002248,,,,,,,,,,,,
ffALMS,JD09,0.000002248,,,,,,,,,,,,
ffALTN,JD09,0.000002248,,,,,,,,,,,,
ffARLA,JD10,0.000002248,,,,,,,,,,,,
ffARMO,JD10,0.000002248,,,,,,,,,,,,
ffAROK,JD10,0.000002248,,,,,,,,,,,,
ffARTN,JD09,0.000001124,,,,,,,,,,,,
ffARTN,JD10,0.000001124,,,,,,,,,,,,
ffARTX,JD02,0.000001124,,,,,,,,,,,,
ffARTX,JD10,0.000001124,,,,,,,,,,,,
ffAZCA,JD12,0.000001124,,,,,,,,,,,,
ffAZCA,JD13,0.000001124,,,,,,,,,,,,
ffAZCO,JD12,0.000002248,,,,,,,,,,,,
ffAZFL,JD08,0.000001124,,,,,,,,,,,,
ffAZFL,JD12,0.000001124,,,,,,,,,,,,
ffAZGA,JD09,0.000001124,,,,,,,,,,,,
ffAZGA,JD12,0.000001124,,,,,,,,,,,,
ffAZIL,JD04,0.000001124,,,,,,,,,,,,
ffAZIL,JD12,0.000001124,,,,,,,,,,,,
ffAZMA,JD07,0.000001124,,,,,,,,,,,,
ffAZMA,JD12,0.000001124,,,,,,,,,,,,
ffAZMD,JD01,0.000001124,,,,,,,,,,,,
ffAZMD,JD12,0.000001124,,,,,,,,,,,,
ffAZMI,JD01,0.000001124,,,,,,,,,,,,
ffAZMI,JD12,0.000001124,,,,,,,,,,,,
ffAZMN,JD05,0.000001124,,,,,,,,,,,,
ffAZMN,JD12,0.000001124,,,,,,,,,,,,
ffAZNC,JD09,0.000001124,,,,,,,,,,,,
ffAZNC,JD12,0.000001124,,,,,,,,,,,,
ffAZNM,JD12,0.000002248,,,,,,,,,,,,
ffAZNV,JD11,0.000001124,,,,,,,,,,,,
ffAZNV,JD12,0.000001124,,,,,,,,,,,,
ffAZNY,JD06,0.000001124,,,,,,,,,,,,
ffAZNY,JD12,0.000001124,,,,,,,,,,,,
ffAZOR,JD11,0.000001124,,,,,,,,,,,,
ffAZOR,JD12,0.000001124,,,,,,,,,,,,
ffAZPA,JD03,0.000001124,,,,,,,,,,,,
ffAZPA,JD12,0.000001124,,,,,,,,,,,,
ffAZTX,JD02,0.000001124,,,,,,,,,,,,
ffAZTX,JD12,0.000001124,,,,,,,,,,,,
ffAZUT,JD11,0.000001124,,,,,,,,,,,,
ffAZUT,JD12,0.000001124,,,,,,,,,,,,
ffAZWA,JD11,0.000001124,,,,,,,,,,,,
ffAZWA,JD12,0.000001124,,,,,,,,,,,,
ffCACO,JD12,0.000001124,,,,,,,,,,,,
ffCACO,JD13,0.000001124,,,,,,,,,,,,
ffCAFL,JD08,0.000001124,,,,,,,,,,,,
ffCAFL,JD13,0.000001124,,,,,,,,,,,,
ffCAGA,JD09,0.000001124,,,,,,,,,,,,
ffCAGA,JD13,0.000001124,,,,,,,,,,,,
ffCAIL,JD04,0.000001124,,,,,,,,,,,,
ffCAIL,JD13,0.000001124,,,,,,,,,,,,
ffCAMA,JD07,0.000001124,,,,,,,,,,,,
ffCAMA,JD13,0.000001124,,,,,,,,,,,,
ffCAMD,JD01,0.000001124,,,,,,,,,,,,
ffCAMD,JD13,0.000001124,,,,,,,,,,,,
ffCAMI,JD01,0.000001124,,,,,,,,,,,,
ffCAMI,JD13,0.000001124,,,,,,,,,,,,
ffCAMN,JD05,0.000001124,,,,,,,,,,,,
ffCAMN,JD13,0.000001124,,,,,,,,,,,,
ffCANC,JD09,0.000001124,,,,,,,,,,,,
ffCANC,JD13,0.000001124,,,,,,,,,,,,
ffCANV,JD11,0.000001124,,,,,,,,,,,,
ffCANV,JD13,0.000001124,,,,,,,,,,,,
ffCANY,JD06,0.000001124,,,,,,,,,,,,
ffCANY,JD13,0.000001124,,,,,,,,,,,,
ffCAOR,JD11,0.000001124,,,,,,,,,,,,
ffCAOR,JD13,0.000001124,,,,,,,,,,,,
ffCAPA,JD03,0.000001124,,,,,,,,,,,,
ffCAPA,JD13,0.000001124,,,,,,,,,,,,
ffCATX,JD02,0.000001124,,,,,,,,,,,,
ffCATX,JD13,0.000001124,,,,,,,,,,,,
ffCAUT,JD11,0.000001124,,,,,,,,,,,,
ffCAUT,JD13,0.000001124,,,,,,,,,,,,
ffCAWA,JD11,0.000001124,,,,,,,,,,,,
ffCAWA,JD13,0.000001124,,,,,,,,,,,,
ffCOFL,JD08,0.000001124,,,,,,,,,,,,
ffCOFL,JD12,0.000001124,,,,,,,,,,,,
ffCOGA,JD09,0.000001124,,,,,,,,,,,,
ffCOGA,JD12,0.000001124,,,,,,,,,,,,
ffCOIL,JD04,0.000001124,,,,,,,,,,,,
ffCOIL,JD12,0.000001124,,,,,,,,,,,,
ffCOKS,JD10,0.000001124,,,,,,,,,,,,
ffCOKS,JD12,0.000001124,,,,,,,,,,,,
ffCOMA,JD07,0.000001124,,,,,,,,,,,,
ffCOMA,JD12,0.000001124,,,,,,,,,,,,
ffCOMD,JD01,0.000001124,,,,,,,,,,,,
ffCOMD,JD12,0.000001124,,,,,,,,,,,,
ffCOMI,JD01,0.000001124,,,,,,,,,,,,
ffCOMI,JD12,0.000001124,,,,,,,,,,,,
ffCOMN,JD05,0.000001124,,,,,,,,,,,,
ffCOMN,JD12,0.000001124,,,,,,,,,,,,
ffCONC,JD09,0.000001124,,,,,,,,,,,,
ffCONC,JD12,0.000001124,,,,,,,,,,,,
ffCONE,JD05,0.000001124,,,,,,,,,,,,
ffCONE,JD12,0.000001124,,,,,,,,,,,,
ffCONM,JD12,0.000002248,,,,,,,,,,,,
ffCONV,JD11,0.000001124,,,,,,,,,,,,
ffCONV,JD12,0.000001124,,,,,,,,,,,,
ffCONY,JD06,0.000001124,,,,,,,,,,,,
ffCONY,JD12,0.000001124,,,,,,,,,,,,
ffCOOR,JD11,0.000001124,,,,,,,,,,,,
ffCOOR,JD12,0.000001124,,,,,,,,,,,,
ffCOPA,JD03,0.000001124,,,,,,,,,,,,
ffCOPA,JD12,0.000001124,,,,,,,,,,,,
ffCOTX,JD02,0.000001124,,,,,,,,,,,,
ffCOTX,JD12,0.000001124,,,,,,,,,,,,
ffCOUT,JD11,0.000001124,,,,,,,,,,,,
ffCOUT,JD12,0.000001124,,,,,,,,,,,,
ffCOWA,JD11,0.000001124,,,,,,,,,,,,
ffCOWA,JD12,0.000001124,,,,,,,,,,,,
ffCOWY,JD12,0.000002248,,,,,,,,,,,,
ffCTMA,JD07,0.000002248,,,,,,,,,,,,
ffCTNY,JD06,0.000001124,,,,,,,,,,,,
ffCTNY,JD07,0.000001124,,,,,,,,,,,,
ffCTRI,JD07,0.000002248,,,,,,,,,,,,
ffDEMD,JD01,0.000001124,,,,,,,,,,,,
ffDEMD,JD03,0.000001124,,,,,,,,,,,,
ffDENJ,JD03,0.000002248,,,,,,,,,,,,
ffDEPA,JD03,0.000002248,,,,,,,,,,,,
ffFLGA,JD08,0.000001124,,,,,,,,,,,,
ffFLGA,JD09,0.000001124,,,,,,,,,,,,
ffFLIL,JD04,0.000001124,,,,,,,,,,,,
ffFLIL,JD08,0.000001124,,,,,,,,,,,,
ffFLMA,JD07,0.000001124,,,,,,,,,,,,
ffFLMA,JD08,0.000001124,,,,,,,,,,,,
ffFLMD,JD01,0.000001124,,,,,,,,,,,,
ffFLMD,JD08,0.000001124,,,,,,,,,,,,
ffFLMI,JD01,0.000001124,,,,,,,,,,,,
ffFLMI,JD08,0.000001124,,,,,,,,,,,,
ffFLMN,JD05,0.000001124,,,,,,,,,,,,
ffFLMN,JD08,0.000001124,,,,,,,,,,,,
ffFLNC,JD08,0.000001124,,,,,,,,,,,,
ffFLNC,JD09,0.000001124,,,,,,,,,,,,
ffFLNV,JD08,0.000001124,,,,,,,,,,,,
ffFLNV,JD11,0.000001124,,,,,,,,,,,,
ffFLNY,JD06,0.000001124,,,,,,,,,,,,
ffFLNY,JD08,0.000001124,,,,,,,,,,,,
ffFLOR,JD08,0.000001124,,,,,,,,,,,,
ffFLOR,JD11,0.000001124,,,,,,,,,,,,
ffFLPA,JD03,0.000001124,,,,,,,,,,,,
ffFLPA,JD08,0.000001124,,,,,,,,,,,,
ffFLTX,JD02,0.000001124,,,,,,,,,,,,
ffFLTX,JD08,0.000001124,,,,,,,,,,,,
ffFLUT,JD08,0.000001124,,,,,,,,,,,,
ffFLUT,JD11,0.000001124,,,,,,,,,,,,
ffFLWA,JD08,0.000001124,,,,,,,,,,,,
ffFLWA,JD11,0.000001124,,,,,,,,,,,,
ffGAIL,JD04,0.000001124,,,,,,,,,,,,
ffGAIL,JD09,0.000001124,,,,,,,,,,,,
ffGAMA,JD07,0.000001124,,,,,,,,,,,,
ffGAMA,JD09,0.000001124,,,,,,,,,,,,
ffGAMD,JD01,0.000001124,,,,,,,,,,,,
ffGAMD,JD09,0.000001124,,,,,,,,,,,,
ffGAMI,JD01,0.000001124,,,,,,,,,,,,
ffGAMI,JD09,0.000001124,,,,,,,,,,,,
ffGAMN,JD05,0.000001124,,,,,,,,,,,,
ffGAMN,JD09,0.000001124,,,,,,,,,,,,
ffGANC,JD09,0.000002248,,,,,,,,,,,,
ffGANV,JD09,0.000001124,,,,,,,,,,,,
ffGANV,JD11,0.000001124,,,,,,,,,,,,
ffGANY,JD06,0.000001124,,,,,,,,,,,,
ffGANY,JD09,0.000001124,,,,,,,,,,,,
ffGAOR,JD09,0.000001124,,,,,,,,,,,,
ffGAOR,JD11,0.000001124,,,,,,,,,,,,
ffGAPA,JD03,0.000001124,,,,,,,,,,,,
ffGAPA,JD09,0.000001124,,,,,,,,,,,,
ffGASC,JD09,0.000002248,,,,,,,,,,,,
ffGATN,JD09,0.000002248,,,,,,,,,,,,
ffGATX,JD02,0.000001124,,,,,,,,,,,,
ffGATX,JD09,0.000001124,,,,,,,,,,,,
ffGAUT,JD09,0.000001124,,,,,,,,,,,,
ffGAUT,JD11,0.000001124,,,,,,,,,,,,
ffGAWA,JD09,0.000001124,,,,,,,,,,,,
ffGAWA,JD11,0.000001124,,,,,,,,,,,,
