code,const,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40
CP,X % Coal production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP,X % Natural gas production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Natural gas demand (MMcf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TMDCA,,,,,,,,,,,,,,212836.0804,219221.1628,225797.7977,232571.7316,239548.8836,246735.3501,254137.4106,261761.5329,269614.3789,277702.8103,286033.8946,294614.9114,303453.3587,312556.9595,321933.6683,331591.6783,341539.4287,351785.6116,362339.1799,373209.3553,384405.636,395937.805,407815.9392,420050.4174,432651.9299,445631.4878,459000.4324,472770.4454,486953.5587,501562.1655,516609.0305,532107.3014,548070.5204,564512.636,581448.0151,598891.4556,616858.1992,635363.9452,654424.8636,674057.6095
6TMDCO,,,,,,,,,,,,,,1596.391585,1644.283332,1693.611832,1744.420187,1796.752793,1850.655377,1906.175038,1963.360289,2022.261098,2082.928931,2145.416799,2209.779303,2276.072682,2344.354862,2414.685508,2487.126073,2561.739855,2638.592051,2717.749813,2799.282307,2883.260776,2969.758599,3058.851357,3150.616898,3245.135405,3342.489467,3442.764151,3546.047076,3652.428488,3762.001343,3874.861383,3991.107224,4110.840441,4234.165654,4361.190624,4492.026343,4626.787133,4765.590747,4908.55847,5055.815224
6TMDDE,,,,,,,,,,,,,,3706842.988,3818048.277,3932589.725,4050567.417,4172084.44,4297246.973,4426164.382,4558949.314,4695717.793,4836589.327,4981687.007,5131137.617,5285071.745,5443623.898,5606932.615,5775140.593,5948394.811,6126846.655,6310652.055,6499971.616,6694970.765,6895819.888,7102694.485,7315775.319,7535248.579,7761306.036,7994145.217,8233969.574,8480988.661,8735418.321,8997480.87,9267405.296,9545427.455,9831790.279,10126743.99,10430546.31,10743462.7,11065766.58,11397739.57,11739671.76
6TMDFL,,,,,,,,,,,,,,191772.995,197526.1849,203451.9704,209555.5295,215842.1954,222317.4613,228986.9851,235856.5947,242932.2925,250220.2613,257726.8691,265458.6752,273422.4355,281625.1085,290073.8618,298776.0776,307739.36,316971.5408,326480.687,336275.1076,346363.3608,356754.2617,367456.8895,378480.5962,389835.0141,401530.0645,413575.9664,425983.2454,438762.7428,451925.6251,465483.3938,479447.8956,493831.3325,508646.2725,523905.6607,539622.8305,555811.5154,572485.8609,589660.4367,607350.2498
6TMDGA,,,,,,,,,,,,,,8981.332386,9250.772357,9528.295528,9814.144394,10108.56873,10411.82579,10724.18056,11045.90598,11377.28316,11718.60165,12070.1597,12432.26449,12805.23243,13189.3894,13585.07108,13992.62321,14412.40191,14844.77397,15290.11719,15748.8207,16221.28532,16707.92388,17209.1616,17725.43645,18257.19954,18804.91553,19369.06299,19950.13488,20548.63893,21165.0981,21800.05104,22454.05257,23127.67415,23821.50437,24536.1495,25272.23399,26030.40101,26811.31304,27615.65243,28444.122
6TMDMA,,,,,,,,,,,,,,53194.04102,54789.86225,56433.55812,58126.56486,59870.36181,61666.47266,63516.46684,65421.96085,67384.61967,69406.15826,71488.34301,73632.9933,75841.9831,78117.24259,80460.75987,82874.58267,85360.82015,87921.64475,90559.29409,93276.07292,96074.3551,98956.58576,101925.2833,104983.0418,108132.5331,111376.5091,114717.8043,118159.3385,121704.1186,125355.2422,129115.8995,132989.3764,136979.0577,141088.4295,145321.0824,149680.7148,154171.1363,158796.2704,163560.1585,168466.9632
6TMDMI,,,,,,,,,,,,,,87386.99244,90008.60222,92708.86028,95490.12609,98354.82987,101305.4748,104344.639,107474.9782,110699.2275,114020.2044,117440.8105,120964.0348,124592.9558,128330.7445,132180.6669,136146.0869,140230.4695,144437.3836,148770.5051,153233.6202,157830.6288,162565.5477,167442.5141,172465.7895,177639.7632,182968.9561,188458.0248,194111.7655,199935.1185,205933.1721,212111.1672,218474.5022,225028.7373,231779.5994,238732.9874,245894.977,253271.8263,260869.9811,268696.0806,276756.963
6TMDNC,,,,,,,,,,,,,,10805.01284,11129.16323,11463.03813,11806.92927,12161.13715,12525.97126,12901.7504,13288.80291,13687.467,14098.09101,14521.03374,14956.66475,15405.36469,15867.52563,16343.5514,16833.85795,17338.87368,17859.03989,18394.81109,18946.65542,19515.05509,20100.50674,20703.52194,21324.6276,21964.36643,22623.29742,23301.99634,24001.05623,24721.08792,25462.72056,26226.60217,27013.40024,27823.80225,28658.51631,29518.2718,30403.81996,31315.93456,32255.41259,33223.07497,34219.76722
6TMDNV,,,,,,,,,,,,,,124375.5165,128106.782,131949.9855,135908.4851,139985.7396,144185.3118,148510.8711,152966.1973,157555.1832,162281.8387,167150.2939,172164.8027,177329.7467,182649.6392,188129.1283,193773.0022,199586.1922,205573.778,211740.9913,218093.2211,224636.0177,231375.0983,238316.3512,245465.8417,252829.817,260414.7115,268227.1528,276273.9674,284562.1865,293099.052,301892.0236,310948.7843,320277.2478,329885.5653,339782.1322,349975.5962,360474.8641,371289.11,382427.7833,393900.6168
6TMDNY,,,,,,,,,,,,,,1527097.377,1572910.299,1620097.608,1668700.536,1718761.552,1770324.398,1823434.13,1878137.154,1934481.269,1992515.707,2052291.178,2113859.914,2177275.711,2242593.982,2309871.802,2379167.956,2450542.994,2524059.284,2599781.063,2677774.495,2758107.73,2840850.961,2926076.49,3013858.785,3104274.549,3197402.785,3293324.869,3392124.615,3493888.353,3598705.004,3706666.154,3817866.138,3932402.123,4050374.186,4171885.412,4297041.974,4425953.233,4558731.83,4695493.785,4836358.599
6TMDPA,,,,,,,,,,,,,,8327071.191,8576883.326,8834189.826,9099215.521,9372191.987,9653357.746,9942958.479,10241247.23,10548484.65,10864939.19,11190887.37,11526613.99,11872412.41,12228584.78,12595442.32,12973305.59,13362504.76,13763379.9,14176281.3,14601569.74,15039616.83,15490805.33,15955529.49,16434195.38,16927221.24,17435037.88,17958089.01,18496831.68,19051736.63,19623288.73,20211987.4,20818347.02,21442897.43,22086184.35,22748769.88,23431232.98,24134169.97,24858195.07,25603940.92,26372059.15
6TMDTX,,,,,,,,,,,,,,97762.36239,100695.2333,103716.0903,106827.573,110032.4002,113333.3722,116733.3733,120235.3745,123842.4358,127557.7088,131384.4401,135325.9733,139385.7525,143567.3251,147874.3448,152310.5752,156879.8924,161586.2892,166433.8779,171426.8942,176569.701,181866.7921,187322.7958,192942.4797,198730.7541,204692.6767,210833.457,217158.4607,223673.2146,230383.411,237294.9133,244413.7607,251746.1735,259298.5587,267077.5155,275089.841,283342.5362,291842.8123,300598.0967,309616.0396
6TMDVA,,,,,,,,,,,,,,9097503.5,9370428.605,9651541.463,9941087.707,10239320.34,10546499.95,10862894.95,11188781.8,11524445.25,11870178.61,12226283.96,12593072.48,12970864.66,13359990.6,13760790.32,14173614.03,14598822.45,15036787.12,15487890.73,15952527.46,16431103.28,16924036.38,17431757.47,17954710.19,18493351.5,19048152.04,19619596.6,20208184.5,20814430.04,21438862.94,22082028.83,22744489.69,23426824.38,24129629.11,24853517.99,25599123.53,26367097.23,27158110.15,27972853.45,28812039.06
6TMDWA,,,,,,,,,,,,,,14434.26512,14867.29307,15313.31186,15772.71122,16245.89256,16733.26933,17235.26741,17752.32544,18284.8952,18833.44205,19398.44532,19980.39868,20579.81064,21197.20495,21833.1211,22488.11474,23162.75818,23857.64092,24573.37015,25310.57126,26069.88839,26851.98505,27657.5446,28487.27094,29341.88906,30222.14574,31128.81011,32062.67441,33024.55464,34015.29128,35035.75002,36086.82252,37169.4272,38284.51001,39433.04531,40616.03667,41834.51777,43089.55331,44382.23991,45713.7071
6TMDWV,,,,,,,,,,,,,,1609986.34,1658285.93,1708034.508,1759275.543,1812053.81,1866415.424,1922407.887,1980080.123,2039482.527,2100667.003,2163687.013,2228597.623,2295455.552,2364319.219,2435248.795,2508306.259,2583555.447,2661062.11,2740893.973,2823120.793,2907814.416,2995048.849,3084900.314,3177447.324,3272770.744,3370953.866,3472082.482,3576244.956,3683532.305,3794038.274,3907859.422,4025095.205,4145848.061,4270223.503,4398330.208,4530280.114,4666188.518,4806174.173,4950359.399,5098870.181
6TMIAZ,,,,,,,,,,,,,,46684.58669,48085.12429,49527.67802,51013.50836,52543.91361,54120.23102,55743.83795,57416.15308,59138.63768,60912.79681,62740.18071,64622.38613,66561.05772,68557.88945,70614.62613,72733.06492,74915.05686,77162.50857,79477.38383,81861.70534,84317.5565,86847.0832,89452.49569,92136.07056,94900.15268,97747.15726,100679.572,103699.9591,106810.9579,110015.2866,113315.7452,116715.2176,120216.6741,123823.1744,127537.8696,131364.0057,135304.9258,139364.0736,143544.9958,147851.3457
6TMICA,,,,,,,,,,,,,,1200487.83,1236502.465,1273597.539,1311805.465,1351159.629,1391694.418,1433445.251,1476448.608,1520742.066,1566364.328,1613355.258,1661755.916,1711608.593,1762956.851,1815845.557,1870320.923,1926430.551,1984223.468,2043750.172,2105062.677,2168214.557,2233260.994,2300258.824,2369266.588,2440344.586,2513554.924,2588961.571,2666630.418,2746629.331,2829028.211,2913899.057,3001316.029,3091355.51,3184096.175,3279619.06,3378007.632,3479347.861,3583728.297,3691240.146,3801977.35
6TMICO,,,,,,,,,,,,,,180890.046,186316.7474,191906.2498,197663.4373,203593.3404,209701.1407,215992.1749,222471.9401,229146.0983,236020.4813,243101.0957,250394.1286,257905.9524,265643.131,273612.4249,281820.7977,290275.4216,298983.6843,307953.1948,317191.7907,326707.5444,336508.7707,346604.0338,357002.1548,367712.2195,378743.5861,390105.8936,401809.0705,413863.3426,426279.2428,439067.6201,452239.6487,465806.8382,479781.0433,494174.4746,508999.7089,524269.7002,539997.7912,556197.7249,572883.6566
6TMIFL,,,,,,,,,,,,,,924608.6922,952346.953,980917.3616,1010344.882,1040655.229,1071874.886,1104031.132,1137152.066,1171266.628,1206404.627,1242596.766,1279874.669,1318270.909,1357819.036,1398553.607,1440510.216,1483725.522,1528237.288,1574084.406,1621306.939,1669946.147,1720044.531,1771645.867,1824795.243,1879539.1,1935925.273,1994003.032,2053823.122,2115437.816,2178900.951,2244267.979,2311596.019,2380943.899,2452372.216,2525943.383,2601721.684,2679773.335,2760166.535,2842971.531,2928260.677
6TMIGA,,,,,,,,,,,,,,684957.9527,705506.6913,726671.892,748472.0488,770926.2103,794053.9966,817875.6165,842411.885,867684.2415,893714.7688,920526.2118,948141.9982,976586.2581,1005883.846,1036060.361,1067142.172,1099156.437,1132131.13,1166095.064,1201077.916,1237110.254,1274223.561,1312450.268,1351823.776,1392378.489,1434149.844,1477174.339,1521489.57,1567134.257,1614148.284,1662572.733,1712449.915,1763823.412,1816738.115,1871240.258,1927377.466,1985198.79,2044754.754,2106097.396,2169280.318
6TMIIL,,,,,,,,,,,,,,3864179.925,3980105.323,4099508.483,4222493.737,4349168.549,4479643.606,4614032.914,4752453.901,4895027.518,5041878.344,5193134.694,5348928.735,5509396.597,5674678.495,5844918.85,6020266.415,6200874.408,6386900.64,6578507.659,6775862.889,6979138.776,7188512.939,7404168.327,7626293.377,7855082.178,8090734.643,8333456.683,8583460.383,8840964.195,9106193.121,9379378.914,9660760.282,9950583.09,10249100.58,10556573.6,10873270.81,11199468.93,11535453,11881516.59,12237962.09
6TMIIN,,,,,,,,,,,,,,2688641.906,2769301.163,2852380.198,2937951.604,3026090.152,3116872.856,3210379.042,3306690.413,3405891.126,3508067.859,3613309.895,3721709.192,3833360.468,3948361.282,4066812.12,4188816.484,4314480.978,4443915.408,4577232.87,4714549.856,4855986.352,5001665.942,5151715.921,5306267.398,5465455.42,5629419.083,5798301.655,5972250.705,6151418.226,6335960.773,6526039.596,6721820.784,6923475.407,7131179.67,7345115.06,7565468.512,7792432.567,8026205.544,8266991.71,8515001.462
6TMIMA,,,,,,,,,,,,,,40457.02699,41670.7378,42920.85994,44208.48574,45534.74031,46900.78252,48307.80599,49757.04017,51249.75138,52787.24392,54370.86124,56001.98707,57682.04669,59412.50809,61194.88333,63030.72983,64921.65172,66869.30128,68875.38031,70941.64172,73069.89098,75261.9877,77519.84734,79845.44276,82240.80604,84708.03022,87249.27113,89866.74926,92562.75174,95339.63429,98199.82332,101145.818,104180.1926,107305.5983,110524.7663,113840.5093,117255.7246,120773.3963,124396.5982,128128.4961
6TMIMD,,,,,,,,,,,,,,162257.662,167125.3919,172139.1536,177303.3283,182622.4281,188101.1009,193744.134,199556.458,205543.1517,211709.4463,218060.7297,224602.5516,231340.6281,238280.8469,245429.2724,252792.1505,260375.915,268187.1925,276232.8083,284519.7925,293055.3863,301847.0479,310902.4593,320229.5331,329836.4191,339731.5117,349923.457,360421.1607,371233.7955,382370.8094,393841.9337,405657.1917,417826.9075,430361.7147,443272.5661,456570.7431,470267.8654,484375.9014,498907.1784,513874.3938
6TMIMN,,,,,,,,,,,,,,5696117.457,5867000.98,6043011.01,6224301.34,6411030.38,6603361.292,6801462.13,7005505.994,7215671.174,7432141.309,7655105.549,7884758.715,8121301.477,8364940.521,8615888.737,8874365.399,9140596.361,9414814.251,9697258.679,9988176.439,10287821.73,10596456.38,10914350.08,11241780.58,11579034,11926405.02,12284197.17,12652723.08,13032304.77,13423273.92,13825972.13,14240751.3,14667973.84,15108013.05,15561253.44,16028091.05,16508933.78,17004201.79,17514327.85,18039757.68
6TMINC,,,,,,,,,,,,,,569403.3783,586485.4796,604080.044,622202.4453,640868.5187,660094.5742,679897.4115,700294.3338,721303.1638,742942.2587,765230.5265,788187.4423,811833.0656,836188.0575,861273.6992,887111.9102,913725.2675,941137.0256,969371.1363,998452.2704,1028405.839,1059258.014,1091035.754,1123766.827,1157479.832,1192204.226,1227970.353,1264809.464,1302753.748,1341836.36,1382091.451,1423554.195,1466260.82,1510248.645,1555556.104,1602222.787,1650289.471,1699798.155,1750792.1,1803315.863
6TMINV,,,,,,,,,,,,,,371549.1955,382695.6714,394176.5415,406001.8377,418181.8929,430727.3497,443649.1702,456958.6453,470667.4046,484787.4268,499331.0496,514310.981,529740.3105,545632.5198,562001.4954,578861.5402,596227.3865,614114.2081,632537.6343,651513.7633,671059.1762,691190.9515,711926.6801,733284.4805,755283.0149,777941.5053,801279.7505,825318.143,850077.6873,875580.0179,901847.4184,928902.841,956769.9262,985473.024,1015037.215,1045488.331,1076852.981,1109158.571,1142433.328,1176706.327
6TMINY,,,,,,,,,,,,,,765804.4315,788778.5645,812441.9214,836815.1791,861919.6344,887777.2235,914410.5402,941842.8564,970098.1421,999201.0863,1029177.119,1060052.432,1091854.005,1124609.626,1158347.914,1193098.352,1228891.302,1265758.041,1303730.783,1342842.706,1383127.987,1424621.827,1467360.482,1511381.296,1556722.735,1603424.417,1651527.15,1701072.964,1752105.153,1804668.308,1858808.357,1914572.608,1972009.786,2031170.079,2092105.182,2154868.337,2219514.387,2286099.819,2354682.814,2425323.298
6TMIOH,,,,,,,,,,,,,,18217072.91,18763585.1,19326492.65,19906287.43,20503476.05,21118580.33,21752137.74,22404701.88,23076842.93,23769148.22,24482222.67,25216689.35,25973190.03,26752385.73,27554957.3,28381606.02,29233054.2,30110045.83,31013347.2,31943747.62,32902060.05,33889121.85,34905795.5,35952969.37,37031558.45,38142505.2,39286780.36,40465383.77,41679345.28,42929725.64,44217617.41,45544145.93,46910470.31,48317784.42,49767317.95,51260337.49,52798147.62,54382092.04,56013554.81,57693961.45
6TMIOR,,,,,,,,,,,,,,107924.5983,111162.3363,114497.2064,117932.1226,121470.0862,125114.1888,128867.6145,132733.6429,136715.6522,140817.1218,145041.6354,149392.8845,153874.671,158490.9112,163245.6385,168143.0077,173187.2979,178382.9168,183734.4043,189246.4365,194923.8296,200771.5444,206794.6908,212998.5315,219388.4874,225970.1421,232749.2463,239731.7237,246923.6754,254331.3857,261961.3273,269820.1671,277914.7721,286252.2153,294839.7817,303684.9752,312795.5244,322179.3902,331844.7719,341800.115
6TMIPA,,,,,,,,,,,,,,793821.5953,817636.2432,842165.3305,867430.2904,893453.1991,920256.7951,947864.4989,976300.4339,1005589.447,1035757.13,1066829.844,1098834.74,1131799.782,1165753.775,1200726.388,1236748.18,1273850.625,1312066.144,1351428.129,1391970.972,1433730.102,1476742.005,1521044.265,1566675.593,1613675.861,1662086.136,1711948.72,1763307.182,1816206.398,1870692.589,1926813.367,1984617.768,2044156.301,2105480.99,2168645.42,2233704.783,2300715.926,2369737.404,2440829.526,2514054.412
6TMITX,,,,,,,,,,,,,,4808108.862,4952352.128,5100922.692,5253950.373,5411568.884,5573915.951,5741133.429,5913367.432,6090768.455,6273491.509,6461696.254,6655547.142,6855213.556,7060869.962,7272696.061,7490876.943,7715603.251,7947071.349,8185483.489,8431047.994,8683979.434,8944498.817,9212833.782,9489218.795,9773895.359,10067112.22,10369125.59,10680199.35,11000605.33,11330623.49,11670542.2,12020658.47,12381278.22,12752716.57,13135298.06,13529357,13935237.71,14353294.85,14783893.69,15227410.5
6TMIWA,,,,,,,,,,,,,,144394.0819,148725.9043,153187.6814,157783.3119,162516.8112,167392.3156,172414.085,177586.5076,182914.1028,188401.5259,194053.5717,199875.1788,205871.4342,212047.5772,218409.0045,224961.2747,231710.1129,238661.4163,245821.2588,253195.8966,260791.7735,268615.5267,276673.9925,284974.2122,293523.4386,302329.1418,311399.016,320740.9865,330363.2161,340274.1126,350482.336,360996.806,371826.7102,382981.5115,394470.9569,406305.0856,418494.2381,431049.0653,443980.5372,457299.9534
6TMIWI,,,,,,,,,,,,,,16431959.02,16924917.79,17432665.32,17955645.28,18494314.64,19049144.08,19620618.4,20209236.95,20815514.06,21439979.48,22083178.87,22745674.23,23428044.46,24130885.8,24854812.37,25600456.74,26368470.44,27159524.56,27974310.29,28813539.6,29677945.79,30568284.16,31485332.69,32429892.67,33402789.45,34404873.13,35437019.33,36500129.91,37595133.8,38722987.82,39884677.45,41081217.77,42313654.31,43583063.94,44890555.85,46237272.53,47624390.71,49053122.43,50524716.1,52040457.58
6TMNAZ,,,,,,,,,,,,,,347662.8402,358092.7254,368835.5072,379900.5724,391297.5896,403036.5173,415127.6128,427581.4412,440408.8844,453621.1509,467229.7854,481246.679,495684.0794,510554.6018,525871.2398,541647.377,557896.7983,574633.7023,591872.7133,609628.8947,627917.7616,646755.2944,666157.9533,686142.6919,706726.9726,727928.7818,749766.6452,772259.6446,795427.4339,819290.257,843868.9647,869185.0336,895260.5846,922118.4022,949781.9542,978275.4128,1007623.675,1037852.385,1068987.957,1101057.596
6TMNCA,,,,,,,,,,,,,,330048.7231,339950.1848,350148.6904,360653.1511,371472.7456,382616.928,394095.4358,405918.2989,418095.8479,430638.7233,443557.885,456864.6216,470570.5602,484687.677,499228.3073,514205.1565,529631.3112,545520.2506,561885.8581,578742.4338,596104.7068,613987.8481,632407.4835,651379.708,670921.0992,691048.7322,711780.1942,733133.6,755127.608,777781.4362,801114.8793,825148.3257,849902.7755,875399.8588,901661.8545,928711.7102,956573.0615,985270.2533,1014828.361,1045273.212
6TMNCO,,,,,,,,,,,,,,247307.6305,254726.8594,262368.6652,270239.7252,278346.9169,286697.3244,295298.2442,304157.1915,313281.9072,322680.3644,332360.7754,342331.5986,352601.5466,363179.593,374074.9808,385297.2302,396856.1471,408761.8315,421024.6865,433655.4271,446665.0899,460065.0426,473866.9939,488083.0037,502725.4938,517807.2586,533341.4764,549341.7206,565821.9723,582796.6314,600280.5304,618288.9463,636837.6147,655942.7431,675621.0254,695889.6562,716766.3459,738269.3362,760417.4163,783229.9388
6TMNFL,,,,,,,,,,,,,,651256.8646,670794.5705,690918.4077,711645.9599,732995.3387,754985.1988,777634.7548,800963.7975,824992.7114,849742.4927,875234.7675,901491.8105,928536.5648,956392.6618,985084.4416,1014636.975,1045076.084,1076428.367,1108721.218,1141982.854,1176242.34,1211529.61,1247875.498,1285311.763,1323871.116,1363587.25,1404494.867,1446629.713,1490028.605,1534729.463,1580771.347,1628194.487,1677040.322,1727351.531,1779172.077,1832547.239,1887523.657,1944149.366,2002473.847,2062548.063
6TMNGA,,,,,,,,,,,,,,232986.3964,239975.9883,247175.2679,254590.5259,262228.2417,270095.089,278197.9416,286543.8799,295140.1963,303994.4022,313114.2342,322507.6613,332182.8911,342148.3778,352412.8292,362985.214,373874.7705,385091.0136,396643.744,408543.0563,420799.348,433423.3284,446426.0283,459818.8091,473613.3734,487821.7746,502456.4278,517530.1207,533056.0243,549047.705,565519.1362,582484.7103,599959.2516,617958.0291,636496.77,655591.6731,675259.4233,695517.206,716382.7222,737874.2038
