from,to,const
EW,EL01,2.57
EW,EL02,3.95
EW,EL03,2.36
EW,EL04,2.89
EW,EL05,2.18
EW,EL06,2.91
EW,EL07,2.65
EW,EL08,3.6
EW,EL09,2.81
EW,EL10,2.68
EW,EL11,1.58
EW,EL12,1.85
EW,EL13,2.4
