from,to,const
EW,EL01,4.68
EW,EL02,7.1
EW,EL03,4.19
EW,EL04,5.25
EW,EL05,4.03
EW,EL06,5.22
EW,EL07,4.75
EW,EL08,6
EW,EL09,4.7
EW,EL10,4.91
EW,EL11,2.86
EW,EL12,3.35
EW,EL13,4.52
