from,to,const
EW,EL01,0.102736264
EW,EL02,0.159340659
EW,EL03,0.098901099
EW,EL04,0.115384615
EW,EL05,0.085967033
EW,EL06,0.120879121
EW,EL07,0.108351648
EW,EL08,0.175824176
EW,EL09,0.132967033
EW,EL10,0.107120879
EW,EL11,0.066351648
EW,EL12,0.079901099
EW,EL13,0.09421978
