from,to,const,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40
% Geographical variation in feedstock max. availability for cost-curve (k-ton/h),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPAL,7TAL,0.37746176,0.37746176,0.37746176,0.37746176,0.40315305,0.42884434,0.45453563,0.510580146,0.566624662,0.622669178,0.678713694,0.73475821,0.800636574,0.866514938,0.932393302,0.998271666,1.06415003,1.175072882,1.285995734,1.396918586,1.507841438,1.61876429,1.674225716,1.729687142,1.785148568,1.840609994,1.89607142,1.951532846,2.006994272,2.062455698,2.117917124,2.17337855,2.228839976,2.284301402,2.339762828,2.395224254,2.45068568,2.506147106,2.561608532,2.617069958,2.672531384
CPAZ,7TAZ,0.41736456,0.41736456,0.41736456,0.41736456,0.41861908,0.4198736,0.42112812,0.416998348,0.412868576,0.408738804,0.404609032,0.40047926,0.401545436,0.402611612,0.403677788,0.404743964,0.40581014,0.406969342,0.408128544,0.409287746,0.410446948,0.41160615,0.412185751,0.412765352,0.413344953,0.413924554,0.414504155,0.415083756,0.415663357,0.416242958,0.416822559,0.41740216,0.417981761,0.418561362,0.419140963,0.419720564,0.420300165,0.420879766,0.421459367,0.422038968,0.422618569
CPAR,7TAR,1.96199593,1.96199593,1.96199593,1.96199593,2.01836089,2.07472585,2.13109081,2.25817641,2.38526201,2.51234761,2.63943321,2.76651881,2.852217412,2.937916014,3.023614616,3.109313218,3.19501182,3.357797364,3.520582908,3.683368452,3.846153996,4.00893954,4.090332312,4.171725084,4.253117856,4.334510628,4.4159034,4.497296172,4.578688944,4.660081716,4.741474488,4.82286726,4.904260032,4.985652804,5.067045576,5.148438348,5.22983112,5.311223892,5.392616664,5.474009436,5.555402208
CPCA,7TCA,1.10317622,1.10317622,1.10317622,1.10317622,1.111120153,1.119064087,1.12700802,1.12337538,1.11974274,1.1161101,1.11247746,1.10884482,1.114011382,1.119177944,1.124344506,1.129511068,1.13467763,1.140326046,1.145974462,1.151622878,1.157271294,1.16291971,1.165743918,1.168568126,1.171392334,1.174216542,1.17704075,1.179864958,1.182689166,1.185513374,1.188337582,1.19116179,1.193985998,1.196810206,1.199634414,1.202458622,1.20528283,1.208107038,1.210931246,1.213755454,1.216579662
CPCO,7TCO,1.5582145,1.5582145,1.5582145,1.5582145,1.556969357,1.555724213,1.55447907,1.564535556,1.574592042,1.584648528,1.594705014,1.6047615,1.59583019,1.58689888,1.57796757,1.56903626,1.56010495,1.571152278,1.582199606,1.593246934,1.604294262,1.61534159,1.620865254,1.626388918,1.631912582,1.637436246,1.64295991,1.648483574,1.654007238,1.659530902,1.665054566,1.67057823,1.676101894,1.681625558,1.687149222,1.692672886,1.69819655,1.703720214,1.709243878,1.714767542,1.720291206
CPCT,7TCT,0.02454861,0.02454861,0.02454861,0.02454861,0.024729937,0.024911263,0.02509259,0.025638886,0.026185182,0.026731478,0.027277774,0.02782407,0.029138886,0.030453702,0.031768518,0.033083334,0.03439815,0.034914354,0.035430558,0.035946762,0.036462966,0.03697917,0.037237272,0.037495374,0.037753476,0.038011578,0.03826968,0.038527782,0.038785884,0.039043986,0.039302088,0.03956019,0.039818292,0.040076394,0.040334496,0.040592598,0.0408507,0.041108802,0.041366904,0.041625006,0.041883108
CPDE,7TDE,0.13514077,0.13514077,0.13514077,0.13514077,0.14133203,0.14752329,0.15371455,0.160744332,0.167774114,0.174803896,0.181833678,0.18886346,0.198078978,0.207294496,0.216510014,0.225725532,0.23494105,0.246885892,0.258830734,0.270775576,0.282720418,0.29466526,0.300637681,0.306610102,0.312582523,0.318554944,0.324527365,0.330499786,0.336472207,0.342444628,0.348417049,0.35438947,0.360361891,0.366334312,0.372306733,0.378279154,0.384251575,0.390223996,0.396196417,0.402168838,0.408141259
CPFL,7TFL,0.10602034,0.10602034,0.10602034,0.10602034,0.121220473,0.136420607,0.15162074,0.172790168,0.193959596,0.215129024,0.236298452,0.25746788,0.337760222,0.418052564,0.498344906,0.578637248,0.65892959,0.71735993,0.77579027,0.83422061,0.89265095,0.95108129,0.98029646,1.00951163,1.0387268,1.06794197,1.09715714,1.12637231,1.15558748,1.18480265,1.21401782,1.24323299,1.27244816,1.30166333,1.3308785,1.36009367,1.38930884,1.41852401,1.44773918,1.47695435,1.50616952
CPGA,7TGA,0.47261456,0.47261456,0.47261456,0.47261456,0.496199643,0.519784727,0.54336981,0.585224856,0.627079902,0.668934948,0.710789994,0.75264504,0.814678558,0.876712076,0.938745594,1.000779112,1.06281263,1.16169892,1.26058521,1.3594715,1.45835779,1.55724408,1.606687225,1.65613037,1.705573515,1.75501666,1.804459805,1.85390295,1.903346095,1.95278924,2.002232385,2.05167553,2.101118675,2.15056182,2.200004965,2.24944811,2.298891255,2.3483344,2.397777545,2.44722069,2.496663835
